Ticker With Exchange,Ticker Without Exchange,CQ Start Date,CQ,Filing Date,Total COGS (GAAP Costs),S&M (GAAP Costs),R&D (GAAP Costs),G&A (GAAP Costs),Total COGS (SBC),S&M (SBC),R&D (SBC),G&A (SBC),Capitalized Software Development,# Customers,Implied ARR (Annualized Revenue Run-Rate),S&M (Non-GAAP P&L Output),% YoY Professional Services Revenue Growth,% YoY Other Revenue Growth,% YoY Total Revenue Growth,% YoY Implied ARR Growth,% YoY Reported ARR Growth,% Professional Services Gross Margin,% Other Gross Margin,% Total Gross Margin,S&M % of Revenue,R&D % of Revenue,G&A % of Revenue,OpEx % of Revenue,% Operating Income Margin,% FCF Margin,Magic Number,Payback Period,% Professional Services Revenue,% Other Revenue,% of Revenue from North America / US,% Revenue from Rest of World,Annualized OpEx / FTE ($000s),LTM Professional Services Revenue,LTM Other Revenue,LTM Total Revenue,LTM Subscription Gross Profit,LTM Professional Services Gross Profit,LTM Total Gross Profit,LTM S&M,LTM R&D,LTM G&A,LTM OpEx,LTM Operating Income,LTM FCF,LTM % YoY Professional Services Revenue Growth,LTM % YoY Other Revenue Growth,LTM % Professional Services Gross Margin,LTM S&M % of Revenue,LTM R&D % of Revenue,LTM G&A % of Revenue,LTM OpEx % of Revenue,LTM % Operating Income Margin,LTM % FCF Margin,LTM Magic Number,LTM CAC Ratio,LTM Payback Period,LTM % Professional Services Revenue,LTM % Revenue from Rest of World,Total SBC % of Revenue,Row Number,Item #,Line Item,Value,Original String,Total Gross Profit,Cash Flow from Operations,FCF,Cash Balance,Implied Avg. ACVs,Basic Shares Outstanding,% YoY BSO Dilution,% YoY BSO Growth,LTM % YoY Total Revenue Growth,Rule of 40,Net New Implied ARR,Net New Implied ARR (1),ARR / FTE ($000s),Net Dollar Retention,LTM % YoY Total Revenue Growth (1),LTM % Total Gross Margin,LTM GAAP Total COGS,LTM GAAP Total Gross Profit,LTM GAAP S&M,LTM GAAP R&D,LTM GAAP G&A,LTM COGS SBC,LTM S&M SBC,LTM R&D SBC,LTM G&A SBC,% QoQ Implied ARR Growth,Total COGS (Non-GAAP P&L Output),Total OpEx (Non-GAAP P&L Output),GAAP Total COGS (Selected GAAP Metrics),GAAP Total OpEx(Selected GAAP Metrics),LTM GAAP Total COGS (1),LTM GAAP Total OpEx,LTM GAAP Total OpEx (1),LTM Net New Implied ARR,S&M (Non-GAAP P&L Output) (1),R&D (Non-GAAP P&L Output),G&A (Non-GAAP P&L Output),% Subscription Gross Margin,LTM % Subscription Gross Margin,LTM % Professional Services Gross Margin (1),LTM % Subscription Revenue,LTM % Professional Services Revenue (1),Total Revenue,Subscription Gross Profit (Non-GAAP P&L Output),Subscription Revenue,Operating Income,Reported ARR,LTM Total SBC % of Revenue,LTM Total SBC % of Revenue (1),Net New Implied ARR % YoY Growth,% Subscription Revenue
NASDAQGS:BL,BL,2017-04-01 00:00:00,2017Q2,2017-08-04 00:00:00,10375.0,25125.0,6009.0,8636.0,271.0,748.0,215.0,753.0,-900.0,1978.0,169172.0,23409.0,0.4880174291939,,0.45707296906222,0.45707296906222,NOT IN CURRENT,-0.0395314787701318,,0.801598373253257,0.553495850377131,0.13699666611496,0.149575579883196,0.840068096375287,-0.0384697231220296,0.00808644456529449,0.669196653102282,22.370240781634,0.04844773366751,,0.805405149788381,0.187217742888894,201.869318181818,6621.0,,148463.0,111995.0,653.0,121041.0,82830.0,21844.0,24556.0,129230.0,-8189.0,-7272.0,0.456765676567657,,0.0986255852590243,0.557916787347689,0.147134302822926,0.16540148050356,0.870452570674175,-0.0551585243461334,-0.048981901214444,0.689544054780993,0.56218116254384,21.3454323970953,0.0445969702888935,,0.046981770032866,1,1.0,NOT INPUTTED,42950.0,NOT INPUTTED,33902.0,1872.0,342.0,107251.0,85.5267947421638,52470.133,,,0.459497453844793,0.465159413627515,14636.0,14636.0,240.301136363636,1.14,0.459497453844793,0.815294046328041,35815.0,112648.0,89189.0,22617.0,32865.0,961.0,2565.0,773.0,2889.0,0.0947093233939018,8391.0,35529.0,10375.0,39770.0,35815.0,144671.0,144671.0,53068.0,23409.0,5794.0,6326.0,0.795124739091542,0.789575725102579,0.0986255852590243,0.955403029711106,0.0445969702888935,42293.0,31999.0,40244.0,-1627.0,,0.0484161036756633,0.0484161036756633,0.484381338742393,0.95155226633249
NASDAQGS:BL,BL,2017-07-01 00:00:00,2017Q3,2017-11-03 00:00:00,10898.0,33375.0,5883.0,8920.0,334.0,7761.0,236.0,784.0,-1362.0,2091.0,183484.0,24644.0,0.793745346239762,,0.424742204000497,0.424742204000497,NOT IN CURRENT,0.0904939809049398,,0.80711124675721,0.537245754398204,0.123106101894443,0.159556146584988,0.819908002877635,-0.0127967561204247,-0.0101589239388721,0.611388782092358,24.318141494296,0.0525168407054566,,0.792003662444682,0.198251618669748,207.217630853994,7687.0,,162138.0,122337.0,629.0,131485.0,89834.0,22602.0,26842.0,139278.0,-7793.0,-10617.0,0.533413125872731,,0.0818264602575777,0.554058888107661,0.139399770565814,0.165550333666383,0.859008992339859,-0.0480639948685688,-0.0654812567072494,0.66038874803815,0.535538951607866,22.4073337036867,0.0474102307910545,,0.198709424254976,1,1.0,NOT INPUTTED,43041.0,NOT INPUTTED,37023.0,3507.0,-466.0,109770.0,87.7494021999044,52851.442,0.0299442728544664,0.030868610963805,0.444346455009487,0.414583280061625,14312.0,14312.0,252.732782369146,1.13,0.444346455009487,0.81094499747129,39172.0,122966.0,103527.0,23413.0,34087.0,1145.0,9825.0,811.0,3162.0,0.084600288463812,8848.0,37610.0,10898.0,48178.0,39172.0,161027.0,161027.0,54700.0,24644.0,5647.0,7319.0,0.799664074363812,0.792076451431198,0.0818264602575777,0.952589769208945,0.0474102307910545,45871.0,34755.0,43462.0,-587.0,,0.0921622321725937,0.0921622321725937,0.128706624605678,0.947483159294543
NASDAQGS:BL,BL,2017-10-01 00:00:00,2017Q4,2018-02-16 00:00:00,10981.0,27779.0,6034.0,11147.0,294.0,1642.0,233.0,924.0,-1279.0,2208.0,200932.0,25168.0,0.487241798298906,,0.421420486700623,0.421420486700623,NOT IN CURRENT,0.150735294117647,,0.821372404594589,0.501025222463321,0.115481854557761,0.169311010690184,0.785818087711265,0.0355543168833237,0.0238488642923974,0.708001947735757,20.6351051239464,0.0487329046642645,,0.789003244878865,0.235124320665698,213.372972972973,8489.0,,177031.0,134911.0,634.0,143541.0,95092.0,23107.0,28793.0,146992.0,-3451.0,-2202.0,0.516163600642972,,0.0746848863234774,0.537148860933961,0.130525162259717,0.162643830741509,0.830317853935187,-0.0194937609797154,-0.0124384994718439,0.663134225348977,0.537685206776313,22.3178913028794,0.0479520535951331,0.202162333150691,0.061573069496148,1,1.0,NOT INPUTTED,43146.0,NOT INPUTTED,41260.0,2750.0,1198.0,112580.0,91.0018115942029,53199.157,0.0360117172533392,0.0373570072353286,0.437838584180048,0.44526935099302,17448.0,17448.0,271.52972972973,1.12,0.437838584180048,0.810824092955471,41486.0,135545.0,109775.0,23874.0,36956.0,1149.0,10811.0,767.0,3317.0,0.0950927601316736,8973.0,39474.0,10981.0,44960.0,41486.0,170605.0,170605.0,59572.0,25168.0,5801.0,8505.0,0.813707230302396,0.800459232713508,0.0746848863234774,0.952047946404867,0.0479520535951331,50233.0,38883.0,47785.0,1786.0,,0.0906281950618818,0.0906281950618818,0.387404580152672,0.951267095335736
NASDAQGS:BL,BL,2018-01-01 00:00:00,2018Q1,2018-05-04 00:00:00,11606.0,29227.0,6929.0,11082.0,838.0,1437.0,429.0,1270.0,-1653.0,2297.0,205136.0,26821.0,0.679722046746684,,0.327431795827509,0.327431795827509,NOT IN CURRENT,0.163219255359158,,0.823473208018095,0.522989626394197,0.12674518368302,0.173231417206146,0.822966227283363,0.00050698073473208,-0.0285664144762499,0.167037507946599,87.2404245049672,0.0518485297558693,,0.799703611262772,0.200296388737228,218.962386511025,9565.0,,189681.0,144881.0,940.0,154416.0,100042.0,23742.0,31034.0,154818.0,-402.0,-391.0,0.607833249285594,,0.0982749607945635,0.527422356482726,0.125168045297104,0.163611537265198,0.816201939045028,-0.00211934774700682,-0.00206135564447678,0.532116266352585,0.43318658898414,27.7016886144629,0.0504267691545279,0.206109204401073,0.0774900553778956,1,1.0,NOT INPUTTED,43223.0,NOT INPUTTED,42231.0,1822.0,-1465.0,114032.0,89.3060513713539,53442.3,0.0387801048981798,0.0403446756520494,0.403007485428563,0.29886538135126,4204.0,4204.0,266.064850843061,1.1,0.403007485428563,0.814082591298021,43860.0,145821.0,115506.0,24855.0,39785.0,1737.0,11588.0,1113.0,3731.0,0.0209225011446659,9053.0,42205.0,11606.0,47238.0,43860.0,180146.0,180146.0,50600.0,26821.0,6500.0,8884.0,0.807074550128535,0.804376068755691,0.0982749607945635,0.949573230845472,0.0504267691545279,51284.0,39244.0,48625.0,26.0,,0.0957871373516588,0.0957871373516588,-0.68093503339405,0.948151470244131
NASDAQGS:BL,BL,2018-04-01 00:00:00,2018Q2,2018-08-03 00:00:00,11866.0,32150.0,7811.0,12458.0,682.0,2308.0,675.0,1728.0,-1460.0,2402.0,221816.0,28876.0,0.174719375305027,,0.311186248315324,0.311186248315324,NOT IN CURRENT,0.0141254673867885,,0.829119630684892,0.520719875933206,0.128683232949832,0.176542720092329,0.825945828975367,0.00317380170952501,0.0209002055757925,0.621900749412774,23.272496198526,0.0434053449706063,,0.787355285461824,0.212644714538176,227.305210918114,9923.0,,202842.0,156436.0,1055.0,166492.0,105509.0,25084.0,34498.0,165091.0,1401.0,426.0,0.498716206011176,,0.106318653632974,0.520153617100995,0.12366275228996,0.170073258989756,0.81388962838071,0.00690685361019907,0.0021001567722661,0.52621898802503,0.431918694127761,27.783006762959,0.0489198489464707,0.211834827106812,0.0972517762469795,1,1.0,NOT INPUTTED,43314.0,NOT INPUTTED,45978.0,4681.0,1159.0,114873.0,92.3463780183181,53938.782,0.0272280712604893,0.0279901901525579,0.366279813825667,0.332086453891117,16680.0,16680.0,275.205955334988,1.11,0.366279813825667,0.820796481990909,45351.0,157491.0,122531.0,26657.0,43607.0,2148.0,13148.0,1573.0,4706.0,0.0813119101474145,9476.0,45802.0,11866.0,52419.0,45351.0,192795.0,192795.0,52644.0,28876.0,7136.0,9790.0,0.821045487963504,0.810889544316527,0.106318653632974,0.951080151053529,0.0489198489464707,55454.0,43554.0,53047.0,176.0,,0.106363573618876,0.106363573618876,0.139655643618475,0.956594655029394
NASDAQGS:BL,BL,2018-07-01 00:00:00,2018Q3,2018-11-02 00:00:00,13517.0,31709.0,7261.0,11268.0,869.0,2182.0,651.0,1638.0,-1527.0,2494.0,234936.0,28540.0,0.0643420506434205,,0.280416821085217,0.280416821085217,NOT IN CURRENT,0.0861934477379095,,0.813957843838322,0.485919569584908,0.112541287840093,0.152143562502128,0.750604419927129,0.0633534239111928,0.0407770626894133,0.454356559080205,32.4475964077105,0.0436544420608166,,0.796506282562059,0.203493717437941,211.443645083933,10078.0,,215705.0,166677.0,1058.0,177276.0,109405.0,26047.0,36115.0,171567.0,5709.0,3287.0,0.311044620788344,,0.104981147052987,0.507197329686377,0.120752880090865,0.167427736955564,0.795377946732806,0.0264667022090355,0.0152384043021719,0.487655081557024,0.400776719306937,29.9418589501695,0.0467212164762059,0.212452191650634,0.0909183777709674,1,1.0,NOT INPUTTED,43405.0,NOT INPUTTED,47807.0,4814.0,2395.0,125116.0,94.2004811547715,54644.937,0.0328208814661091,0.0339346464756818,0.330379059813245,0.32119388377463,13120.0,13120.0,281.697841726619,1.09,0.330379059813245,0.821844648941842,47970.0,167735.0,120865.0,28035.0,45955.0,2683.0,7569.0,1988.0,5560.0,0.0591481227684207,10927.0,44086.0,13517.0,50238.0,47970.0,194855.0,194855.0,51452.0,28540.0,6610.0,8936.0,0.80106818586434,0.810579349988085,0.104981147052987,0.953278783523794,0.0467212164762059,58734.0,44996.0,56170.0,3721.0,,0.0825201084814909,0.0825201084814909,-0.0832867523756289,0.956345557939183
NASDAQGS:BL,BL,2018-10-01 00:00:00,2018Q4,2019-02-15 00:00:00,13885.0,35722.0,8753.0,12380.0,876.0,2747.0,815.0,1750.0,-1035.0,2631.0,249264.0,32010.0,0.124183006535948,,0.240539087850616,0.240539087850616,NOT IN CURRENT,0.0897529069767442,,0.818826625585724,0.51367225110726,0.12738301559792,0.16156364336607,0.80261891007125,0.0162077155144746,0.0335708325309712,0.502032235459005,29.1915856474392,0.0441620129661724,,0.781436549200847,0.218563450799153,235.369411764706,10382.0,,227788.0,175978.0,936.0,187042.0,116247.0,28184.0,37678.0,182109.0,4933.0,4181.0,0.222994463423254,,0.0901560392987864,0.510329780322054,0.12372908142659,0.165408186559432,0.799467048308076,0.0216561012871617,0.0183547860291148,0.441771399844614,0.362748723241507,33.0807504786468,0.0455774667673451,0.20912427344724,0.0993003402015534,1,1.0,NOT INPUTTED,43510.0,NOT INPUTTED,51026.0,4823.0,2092.0,132577.0,94.7411630558723,54956.059,0.0319692138040685,0.0330249969938434,0.286712496681372,0.274109920381587,14328.0,14328.0,293.251764705882,1.08,0.286712496681372,0.821123149595238,50874.0,176914.0,128808.0,30754.0,47188.0,3265.0,8674.0,2570.0,6386.0,0.0609868219429972,11290.0,50016.0,13885.0,56855.0,50874.0,206750.0,206750.0,48332.0,32010.0,7938.0,10068.0,0.808945000335773,0.809444081580085,0.0901560392987864,0.954422533232655,0.0455774667673451,62316.0,48184.0,59564.0,1010.0,,0.091730029676717,0.091730029676717,-0.178817056396149,0.955837987033828
NASDAQGS:BL,BL,2019-01-01 00:00:00,2019Q1,2019-05-03 00:00:00,13618.0,35848.0,10307.0,13679.0,888.0,2994.0,944.0,1626.0,-1232.0,2707.0,256516.0,31886.0,0.0737119217751034,,0.250467982216676,0.250467982216676,NOT IN CURRENT,0.0241681260945709,,0.828174460852344,0.497216547895648,0.146002588532489,0.178577554616476,0.821796691044613,0.00637776980773129,0.0107751563255314,0.226554201811934,63.9568831893925,0.0445196401004226,,0.782298180230473,0.217701819769527,233.448504983389,10578.0,,240633.0,187176.0,571.0,197921.0,121312.0,31047.0,40246.0,192605.0,5316.0,6337.0,0.105906952430737,,0.0539799584042352,0.504137005315148,0.129022203937116,0.167250543358558,0.800409752610822,0.0220917330540699,0.0263347088720167,0.441989900814645,0.363537350068924,33.0089879285441,0.0439590579845657,0.213291610045173,0.100609708556191,1,1.0,NOT INPUTTED,43587.0,NOT INPUTTED,53110.0,3026.0,691.0,134755.0,94.7602512005911,55046.551,0.0291435334431761,0.0300183749576646,0.268619418919133,0.261243138542207,7252.0,7252.0,284.070874861573,1.08,0.268619418919133,0.822501485664892,52886.0,187747.0,135429.0,34132.0,49785.0,3315.0,10231.0,3085.0,6742.0,0.0290936517106362,11019.0,52701.0,13618.0,59834.0,52886.0,219346.0,219346.0,51380.0,31886.0,9363.0,11452.0,0.823220289192806,0.813614135750147,0.0539799584042352,0.956040942015434,0.0439590579845657,64129.0,50442.0,61274.0,409.0,,0.0971313161536448,0.0971313161536448,0.725023786869648,0.955480359899577
NASDAQGS:BL,BL,2019-04-01 00:00:00,2019Q2,2019-08-02 00:00:00,14944.0,37192.0,10829.0,12677.0,1159.0,3558.0,1235.0,2060.0,-1367.0,2813.0,278656.0,32666.0,0.49480681346074,,0.256248422115627,0.256248422115627,NOT IN CURRENT,0.0672595886603669,,0.826696715663757,0.468907900780891,0.137718190169959,0.143905029857602,0.750531120808452,0.0761655948553055,0.0913958429030776,0.694348616947877,20.9053507730125,0.0516479099678457,,0.771287896187414,0.228712103812586,213.844580777096,11769.0,,254843.0,198100.0,779.0,209534.0,125102.0,33505.0,40481.0,199088.0,10446.0,11545.0,0.186032449863953,,0.0661908403432747,0.490898317787814,0.131473103047759,0.158846819414306,0.781218240249879,0.0409899428275448,0.0453024018709558,0.468543919810076,0.385240644999017,31.149361200012,0.0461813744148358,0.217647728209133,0.115009186954525,1,1.0,NOT INPUTTED,43678.0,NOT INPUTTED,57591.0,8620.0,6367.0,145194.0,99.0600782083185,55321.979,0.0250026666616536,0.0256438308154603,0.256362094635233,0.347644265018705,22140.0,22140.0,284.924335378323,1.08,0.256362094635233,0.822208183077424,55964.0,198879.0,140471.0,37150.0,50004.0,3792.0,11481.0,3645.0,7074.0,0.0863104055887352,12073.0,52285.0,14944.0,60698.0,55964.0,227625.0,227625.0,56840.0,32666.0,9594.0,10025.0,0.824599642781461,0.814978154800596,0.0661908403432747,0.953818625585164,0.0461813744148358,69664.0,54478.0,66066.0,5306.0,,0.101992206966642,0.101992206966642,0.327338129496403,0.948352090032154
NASDAQGS:BL,BL,2019-07-01 00:00:00,2019Q3,2019-11-07 00:00:00,15292.0,41848.0,11558.0,14088.0,1431.0,4522.0,1452.0,2736.0,-1152.0,2871.0,299700.0,36358.0,0.799531981279251,,0.275666564511186,0.275666564511186,NOT IN CURRENT,0.219115734720416,,0.831004337671004,0.485258591925259,0.134881548214882,0.149536202869536,0.769676343009676,0.061327994661328,0.0964964964964965,0.644217228923039,22.415354927806,0.0615815815815816,,0.781955288621955,0.218044711378045,229.296222664016,13819.0,,271034.0,211726.0,1569.0,223990.0,132920.0,37001.0,42749.0,212670.0,11320.0,16380.0,0.371204604088113,,0.113539329908098,0.490418176317362,0.136517927640075,0.157725599002339,0.784661702959776,0.0417659777002147,0.0604352221492507,0.517689565314703,0.427832986764909,28.0483281355626,0.0509862231306773,0.220824693580879,0.135348682015349,1,1.0,NOT INPUTTED,43775.0,NOT INPUTTED,62263.0,9854.0,7230.0,596521.0,104.388714733542,55639.281,0.0178712589761899,0.0181964524911065,0.256503094504068,0.372163061007682,21044.0,21044.0,297.912524850895,1.09,0.256503094504068,0.826427680659991,57739.0,213295.0,150610.0,41447.0,52824.0,4354.0,13821.0,4446.0,8172.0,0.0755196371152962,12662.0,57668.0,15292.0,67494.0,57739.0,244881.0,244881.0,64764.0,36358.0,10106.0,11204.0,0.833752897839598,0.823147950158428,0.113539329908098,0.949013776869323,0.0509862231306773,74925.0,58622.0,70311.0,4595.0,,0.113613052236989,0.113613052236989,0.603963414634146,0.938418418418418
NASDAQGS:BL,BL,2019-10-01 00:00:00,2019Q4,2020-02-14 00:00:00,15121.0,43949.0,10312.0,15613.0,1336.0,4315.0,1098.0,2698.0,-1309.0,3024.0,321032.0,38666.0,0.984738372093023,,0.287919635406637,0.287919635406637,NOT IN CURRENT,0.219699743683632,,0.830421889406664,0.481771287597498,0.114804754666202,0.159261382042912,0.755837424306611,0.0745844651000523,0.0715691893643001,0.586720941745971,24.6292319021649,0.0680555209449525,,0.758653342968925,0.241346657031075,229.998104265403,16529.0,,288976.0,227479.0,2522.0,239612.0,139576.0,38277.0,45463.0,223316.0,16296.0,20032.0,0.592082450394914,,0.15258031338859,0.483002048613034,0.132457366701733,0.157324483694148,0.772783899008914,0.0563922263440563,0.0693206356237196,0.539933794763768,0.447700211889347,26.8036504815546,0.0571985216765406,0.227011931786723,0.117707892048145,1,1.0,NOT INPUTTED,43874.0,NOT INPUTTED,66648.0,8224.0,5744.0,607747.0,106.161375661376,56300.027,0.0238715338449127,0.0244553198401654,0.268618188842257,0.359488824770937,21332.0,21332.0,304.295734597156,1.1,0.268618188842257,0.82917612535297,58975.0,230001.0,158837.0,43006.0,56057.0,4814.0,15389.0,4729.0,9120.0,0.0711778445111779,13610.0,60662.0,15121.0,69874.0,58975.0,257900.0,257900.0,71768.0,38666.0,9214.0,12782.0,0.854818439488743,0.834947714601372,0.15258031338859,0.942801478323459,0.0571985216765406,80258.0,63937.0,74796.0,5986.0,,0.117836775372349,0.117836775372349,0.488833054159687,0.931944479055048
NASDAQGS:BL,BL,2020-01-01 00:00:00,2020Q1,2020-05-01 00:00:00,16065.0,44785.0,11747.0,17338.0,1323.0,4393.0,1229.0,2511.0,-2289.0,3056.0,330392.0,39423.0,0.948511383537653,,0.28799762977748,0.28799762977748,NOT IN CURRENT,0.157828509796872,,0.823639797573791,0.477287585655827,0.127339645027725,0.172921862514831,0.777549093198383,0.0460907043754086,0.0614542725005448,0.242073139192055,60.1862549840589,0.0673502990387176,,0.757827066030655,0.242172933969345,231.646528403968,19237.0,,307445.0,242692.0,3331.0,254533.0,147113.0,39432.0,48294.0,234839.0,19694.0,24417.0,0.818585743996975,,0.173155897489214,0.478501845858609,0.128257086633382,0.157081754460147,0.763840686952138,0.0640569858023386,0.079419083088032,0.52928870292887,0.438196885370047,27.3849504655111,0.0625705410723869,0.233027045487811,0.114482190852079,1,1.0,NOT INPUTTED,43951.0,NOT INPUTTED,68031.0,8517.0,5076.0,613967.0,108.112565445026,56386.586,0.0237651380418741,0.0243436686887069,0.277651028745018,0.349451902278025,9360.0,9360.0,297.918845807033,1.1,0.277651028745018,0.827897672754476,61422.0,246023.0,167774.0,44446.0,59716.0,5249.0,16788.0,5014.0,10005.0,0.0291559719903312,14567.0,64224.0,16065.0,73870.0,61422.0,271936.0,271936.0,73876.0,39423.0,10518.0,14283.0,0.852274939962355,0.842072392161217,0.173155897489214,0.937429458927613,0.0625705410723869,82598.0,65655.0,77035.0,3807.0,,0.120528875083348,0.120528875083348,0.290678433535576,0.932649700961282
NASDAQGS:BL,BL,2020-04-01 00:00:00,2020Q2,2020-08-07 00:00:00,16743.0,41826.0,11847.0,16182.0,1706.0,5577.0,1735.0,3598.0,-2705.0,3138.0,333088.0,35281.0,0.502223457476376,,0.195337620578778,0.195337620578778,NOT IN CURRENT,0.0536540240518039,,0.821536650975118,0.423683831299837,0.121433374963973,0.148032952252858,0.693150158516668,0.128386492458449,0.0701316168700163,0.0683864749004388,213.591558648381,0.0649077721202805,,0.74612114516284,0.25387885483716,195.826972010178,21044.0,,321053.0,254453.0,3379.0,265353.0,149728.0,39950.0,50596.0,240274.0,25079.0,23890.0,0.788087348117937,,0.160568333016537,0.466365366465973,0.124434283436068,0.157593917515177,0.748393567417218,0.0781148283928199,0.0744113900197164,0.370001291524202,0.305809173905311,39.2401570128031,0.0655468100282508,0.239371692524287,0.151503506580843,1,1.0,NOT INPUTTED,44049.0,NOT INPUTTED,68411.0,9617.0,5840.0,626496.0,106.146590184831,56898.857,0.0277137025792979,0.0285036440941493,0.259807018438803,0.265469237448795,2696.0,2696.0,282.517387616624,1.08,0.259807018438803,0.826508395810038,63221.0,257832.0,172408.0,45464.0,63221.0,5796.0,18807.0,5514.0,11543.0,0.00816000387418581,14861.0,57720.0,16743.0,69855.0,63221.0,281093.0,281093.0,54432.0,35281.0,10112.0,12327.0,0.850668447480961,0.848151222130003,0.160568333016537,0.934453189971749,0.0655468100282508,83272.0,66239.0,77867.0,10691.0,,0.129760506832205,0.129760506832205,-0.878229448961156,0.935092227879719
NASDAQGS:BL,BL,2020-07-01 00:00:00,2020Q3,2020-10-30 00:00:00,16982.0,42588.0,14829.0,18147.0,1871.0,5675.0,1954.0,3826.0,-2844.0,3226.0,362116.0,35945.0,0.361508452535761,,0.208261594928262,0.208261594928262,NOT IN CURRENT,0.159184972938555,,0.835025240530659,0.397055087320085,0.142219620232191,0.133934982160413,0.673209689712689,0.16181555081797,0.206055518121265,0.822765794620334,17.4664809538276,0.0693921284892134,,0.751781197185432,0.244109622330966,201.971830985915,22712.0,,336657.0,268378.0,3368.0,278684.0,149315.0,42719.0,51517.0,243551.0,35133.0,35314.0,0.643534264418554,,0.148291651990137,0.443522635798454,0.126891762238718,0.153025185871674,0.723439583908845,0.104358441975067,0.104896081174608,0.416862577473819,0.345078018697707,34.7747446947995,0.0674633232043296,0.245392194429345,0.147201449259353,1,1.0,NOT INPUTTED,44133.0,NOT INPUTTED,75594.0,21789.0,18654.0,525503.0,112.249225046497,57254.972,0.028219226096207,0.0290386750324829,0.242120914719187,0.414317113049527,29028.0,29028.0,300.013256006628,1.07,0.242120914719187,0.827798025883911,64911.0,271746.0,173148.0,48735.0,67280.0,6236.0,19960.0,6016.0,12633.0,0.0871481410317994,14935.0,60945.0,16982.0,75564.0,64911.0,289163.0,289163.0,62416.0,35945.0,12875.0,12125.0,0.861122651251677,0.854856742423036,0.148291651990137,0.93253667679567,0.0674633232043296,90529.0,72547.0,84247.0,14649.0,,0.13320679504659,0.13320679504659,0.379395552176392,0.930607871510787
NASDAQGS:BL,BL,2020-10-01 00:00:00,2020Q4,2021-02-12 00:00:00,19182.0,45382.0,18041.0,20297.0,1996.0,5901.0,2480.0,3915.0,-2740.0,3433.0,382840.0,37731.0,0.0853167337971439,,0.192529093672905,0.192529093672905,NOT IN CURRENT,-0.00725371120107962,,0.827384808274997,0.394222129349075,0.16258489186083,0.133559711628879,0.690366732838784,0.137018075436214,0.0843590011493052,0.576547503129782,25.1558274936313,0.0619371016612684,,0.744248249921638,0.255751750078362,199.471698113208,23178.0,,352109.0,281012.0,2125.0,291225.0,148380.0,49066.0,51518.0,248964.0,42261.0,37644.0,0.402262689817896,,0.0916817671930279,0.421403599453578,0.139348894802462,0.14631264750404,0.70706514176008,0.120022493034827,0.106910076141195,0.413943676120952,0.342367696021188,35.0500357932641,0.0658262072256034,0.249130240919715,0.149326089227876,1,1.0,NOT INPUTTED,44238.0,NOT INPUTTED,79189.0,14812.0,8074.0,542619.0,111.517623070201,57786.435,0.0257224381465996,0.0264015503935726,0.218471430153369,0.27688809482221,20724.0,20724.0,288.935849056604,1.06,0.218471430153369,0.827087634794907,68972.0,283137.0,174581.0,56464.0,71964.0,6896.0,21546.0,7398.0,13850.0,0.0572302797998432,16521.0,66075.0,19182.0,83720.0,68972.0,303009.0,303009.0,61808.0,37731.0,15561.0,12783.0,0.852854692477334,0.854318990912988,0.0916817671930279,0.934173792774397,0.0658262072256034,95710.0,76571.0,89782.0,13114.0,,0.141121073304005,0.141121073304005,-0.0285017813613351,0.938062898338732
NASDAQGS:BL,BL,2021-01-01 00:00:00,2021Q1,2021-05-07 00:00:00,21890.0,48429.0,18973.0,28269.0,1750.0,5251.0,2611.0,5182.0,-4021.0,3482.0,395424.0,41428.0,0.294445443106238,,0.196832853095717,0.196832853095717,NOT IN CURRENT,0.102208026662963,,0.802996277413612,0.419074208950392,0.16551347414421,0.150795095897062,0.735382778991665,0.0676134984219471,0.236586550133528,0.333518857173147,44.807149899589,0.072843327668528,,0.728746864125597,0.271253135874403,210.715942028985,24816.0,,368367.0,291587.0,1983.0,302575.0,150385.0,54910.0,52142.0,257437.0,45138.0,55956.0,0.290014035452513,,0.0799081237911025,0.408247752920321,0.149063298286763,0.141549052982488,0.698860104189572,0.122535406266034,0.151902857747844,0.438280091656558,0.360001299608768,33.3332129996226,0.0673675980747461,0.256627222308187,0.149652019098487,1,1.0,NOT INPUTTED,44322.0,NOT INPUTTED,79381.0,28505.0,23388.0,1157259.0,113.562320505457,58046.413,0.0285948246276647,0.0294365578366458,0.198155767698287,0.433419403229244,12584.0,12584.0,286.539130434783,1.06,0.198155767698287,0.821395510455605,74797.0,293570.0,178225.0,63690.0,82895.0,7323.0,22404.0,8780.0,16521.0,0.0328701285132169,19475.0,72697.0,21890.0,95671.0,74797.0,324810.0,324810.0,65032.0,41428.0,16362.0,14907.0,0.83170585347226,0.848744436779401,0.0799081237911025,0.932632401925254,0.0673675980747461,98856.0,76230.0,91655.0,6684.0,,0.149383630998434,0.149383630998434,0.344444444444445,0.927156672331472
